"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENsembl","GeneID","EntrezID"
"SLC38A7",1131.89609183459,0.853338522885776,0.906400305099919,0.941458777191946,0.346469804790662,0.736529511172704,"ENSG00000103042","SLC38A7","55238"
"VAC14",2040.50355229603,-0.163637859179359,0.891622295733459,-0.183528227100635,0.854383572871896,0.967043810047289,"ENSG00000103043","VAC14","55697"
"HAS3",479.320649236585,-0.134173176609841,1.74844606695017,-0.0767385275108204,0.938831554370297,0.985572080862266,"ENSG00000103044","HAS3","3038"
"TANGO6",1011.9184153013,0.585543424829247,0.857432489754266,0.682903239410791,0.49466798685718,0.828151244847094,"ENSG00000103047","TANGO6","79613"
"COG4",3474.8785410362,0.990482586182789,1.30802372543179,0.75723594834323,0.448908516889124,0.801384812276206,"ENSG00000103051","COG4","25839"
"SMPD3",130.693474100111,-0.422981178384243,1.65268016063216,-0.25593650148402,0.797999868930633,0.951886371726506,"ENSG00000103056","SMPD3","55512"
"SLC7A6OS",1738.35480524571,0.264568868192382,0.977018597763612,0.270792049197404,0.786550975313727,0.947400910040359,"ENSG00000103061","SLC7A6OS","84138"
"SLC7A6",2365.33403121584,-0.178163771642726,1.17160894048158,-0.152067610178438,0.879133610396405,0.972247739627271,"ENSG00000103064","SLC7A6","9057"
"PLA2G15",1367.88518402826,-0.711215664131763,0.862411665245412,-0.824682333035669,0.409551964378845,0.778654352028915,"ENSG00000103066","PLA2G15","23659"
"WDR59",2171.05613446796,0.340640182991916,0.837358203602712,0.406803422389988,0.684152372922725,0.91028273413515,"ENSG00000103091","WDR59","79726"
"MON1B",2822.51743193005,0.503972568317858,0.871569666661545,0.578235553158099,0.563105098406259,0.858966327602997,"ENSG00000103111","MON1B","22879"
"CMC2",1599.51510205168,0.540560491334256,1.10322335689133,0.489982819850235,0.624146055984979,0.883721454890359,"ENSG00000103121","CMC2","56942"
"AXIN1",2616.08142408426,-0.710123118184674,0.838178731273736,-0.847221590919562,0.396871621187058,0.771926253873001,"ENSG00000103126","AXIN1","8312"
"HCFC1R1",1466.34921842177,-2.80705491607158,1.42410883308673,-1.97109578345029,0.0487129209508287,0.304269793317596,"ENSG00000103145","HCFC1R1","54985"
"NPRL3",1577.97448535797,-0.672691032081684,1.24045094571268,-0.542295553408767,0.587614918340106,0.870846515987616,"ENSG00000103148","NPRL3","8131"
"MLYCD",299.516548344827,-0.321385210854678,1.09541234552893,-0.293391992674225,0.769222545222242,0.942347041693139,"ENSG00000103150","MLYCD","23417"
"MPG",2344.34632704975,-2.22562300767797,0.949608224343498,-2.34372760326147,0.0190921094058377,0.181099794734798,"ENSG00000103152","MPG","4350"
"NECAB2",104.698199052364,1.23057174204656,1.58561463027435,0.776085007385205,0.437698795364401,0.793805753714595,"ENSG00000103154","NECAB2","54550"
"HSDL1",2910.47870064701,0.995905720237093,0.976934641670761,1.01941898439991,0.308004097124713,0.706454642602218,"ENSG00000103160","HSDL1","83693"
"TAF1C",629.811359177763,-1.071902750796,1.36210097071021,-0.78694808523417,0.431312257199817,0.790134349894126,"ENSG00000103168","TAF1C","9013"
"NAGPA",494.245806322208,-1.23908257630136,1.17228532233681,-1.05698037217714,0.290520545393657,0.691995397832364,"ENSG00000103174","NAGPA","51172"
"WFDC1",69.1915235695974,-5.14116009705487,5.65628997128506,-0.908927958636259,0.363388154516473,0.749230777901112,"ENSG00000103175","WFDC1","58189"
"SEC14L5",45.5385263826359,-3.17241931484193,1.60918960683125,-1.97143910287173,0.0486736720960197,0.304183181670653,"ENSG00000103184","SEC14L5","9717"
"COTL1",9205.08608085419,-0.0586846481995143,1.62592040187682,-0.0360931864387543,0.971208055223988,0.993687365155425,"ENSG00000103187","COTL1","23406"
"USP10",5448.24534742221,0.494510247764324,0.832175736716159,0.594237762465542,0.552353098989264,0.85384210036021,"ENSG00000103194","USP10","9100"
"CRISPLD2",484.985072860383,1.79471107205975,1.37096434619681,1.30908661267411,0.190505013497323,0.576847436503369,"ENSG00000103196","CRISPLD2","83716"
"TSC2",2060.86598053604,1.18779985393748,1.45103639948236,0.818587221079505,0.413021960313056,0.780360479942185,"ENSG00000103197","TSC2","7249"
"ZNF500",580.972900857976,-1.01467462468824,1.03085555366422,-0.984303398358323,0.324966359096971,0.71966747815726,"ENSG00000103199","ZNF500","26048"
"NME4",4998.5287977151,-0.216024500316127,1.31013498372542,-0.164887208569802,0.869032760672406,0.970370907911917,"ENSG00000103202","NME4","4833"
"ABCC1",1944.17291463298,-2.09806587185262,1.02942751762601,-2.03808994409924,0.0415409386409913,0.280488901043051,"ENSG00000103222","ABCC1","4363"
"NOMO3",947.689991974997,-1.4885840808102,1.69891898988022,-0.876194856657148,0.380924112146466,0.759493486650038,"ENSG00000103226","NOMO3","408050"
"LMF1",1032.86224154108,-2.02774183016901,1.481371127069,-1.36882769828317,0.171053140571121,0.551535492709589,"ENSG00000103227","LMF1","64788"
"FOXF1",697.250914067582,-2.42712253221062,2.2675224048503,-1.07038524824228,0.284445936563025,0.684941983400501,"ENSG00000103241","FOXF1","2294"
"CIAO3",1536.74058007227,-0.809043733945296,0.860392290474301,-0.940319599446087,0.347053649135439,0.73700083977926,"ENSG00000103245","CIAO3","64428"
"MTHFSD",718.73715915548,0.427261148298121,0.965912913247489,0.442339203087812,0.658243766380111,0.898911337171203,"ENSG00000103248","MTHFSD","64779"
"CLCN7",3293.59191241617,-0.43423262954406,1.1087096621382,-0.391655853983109,0.695312512643514,0.915103277721606,"ENSG00000103249","CLCN7","1186"
"HAGHL",688.116815506049,-2.17435840482902,1.09487241688574,-1.98594682932444,0.0470392281505359,0.299721625580436,"ENSG00000103253","HAGHL","84264"
"ANTKMT",342.048954877264,-3.40209533867432,0.900785446274756,-3.77680984161529,0.000158849916257759,0.00871280910542558,"ENSG00000103254","ANTKMT","65990"
"SLC7A5",16446.8788311714,-4.28608021070881,1.30737922543814,-3.27837564442896,0.00104406355272384,0.0334434437208502,"ENSG00000103257","SLC7A5","8140"
"METRN",2381.30655179422,-2.98900454729055,1.08849481181016,-2.74599797340316,0.00603271362785836,0.0962318244208217,"ENSG00000103260","METRN","79006"
"FBXO31",1810.03893229584,-0.865783279758039,1.10042740432817,-0.786770009864132,0.431416512422213,0.790134349894126,"ENSG00000103264","FBXO31","79791"
"STUB1",3713.73161360007,-0.607981547178976,1.17957489259337,-0.515424286322584,0.606256565020349,0.877666963027506,"ENSG00000103266","STUB1","10273"
"RHBDL1",265.224702588675,-3.93795763962013,1.74586089152655,-2.25559645601366,0.0240959153736809,0.206874454819396,"ENSG00000103269","RHBDL1","9028"
"NUBP1",996.900360630105,0.805561783574439,0.885907334690741,0.909307048299415,0.363188071155594,0.749137509134457,"ENSG00000103274","NUBP1","4682"
"UBE2I",6677.21715491815,0.558970816363779,1.21443322302469,0.460272994649795,0.645320282547458,0.89283428172772,"ENSG00000103275","UBE2I","7329"
"MEFV",20.8911644629934,-3.06461710512485,2.74442420076734,-1.11667033990881,0.264135304104098,0.66591361292719,"ENSG00000103313","MEFV","4210"
"EEF2K",3321.0373991672,-0.185237939765885,0.888301628218409,-0.208530451686102,0.834814808205456,0.962556608807641,"ENSG00000103319","EEF2K","29904"
"CAPN15",2016.49339759366,-4.03634175359062,0.842560457366981,-4.79056632470538,1.66311236605348e-06,0.000614159851316263,"ENSG00000103326","CAPN15","6650"
"PIEZO1",8210.64571510441,-2.07355370983774,0.931864189170284,-2.22516728718162,0.0260700100194284,0.217015218540106,"ENSG00000103335","PIEZO1","9780"
"GSPT1",9654.26985305359,0.473494960126001,0.765187098123912,0.618796319601987,0.53605054708287,0.847889069495067,"ENSG00000103342","GSPT1","2935"
"ZNF174",728.638385281229,0.35831462914823,0.798486925208448,0.448742011717588,0.65361777451935,0.896989882384745,"ENSG00000103343","ZNF174","7727"
"CLUAP1",1500.62784720009,1.84182440061937,0.954667814491699,1.92928301620813,0.0536957370094093,0.320987953098947,"ENSG00000103351","CLUAP1","23059"
"UBFD1",4983.28325464162,0.751113237082976,0.869763215670252,0.863583586372018,0.387816683991116,0.76511033168408,"ENSG00000103353","UBFD1","56061"
"EARS2",1033.22406995657,0.594197986484348,1.21307551111608,0.48982769913281,0.624255828337721,0.883721454890359,"ENSG00000103356","EARS2","124454"
"ELOB",6340.8254167411,0.0085559547752977,0.926574605982006,0.00923396207931891,0.992632468922074,0.998377432284916,"ENSG00000103363","ELOB","6923"
"GGA2",3118.62422857945,0.065711148932916,0.953097817076376,0.068944811073521,0.945033549277678,0.987378748773854,"ENSG00000103365","GGA2","23062"
"CPPED1",684.749065126772,-7.09006076534759,2.12019477482027,-3.34406105021583,0.000825615668217992,0.0286461450220523,"ENSG00000103381","CPPED1","55313"
"USP31",1074.76324488625,0.271055565187519,0.793926811320104,0.341411275350205,0.732793987992411,0.928926463598307,"ENSG00000103404","USP31","57478"
"HMOX2",1486.07228618644,-0.446524367869425,0.896022950702394,-0.498340324340346,0.618244190442241,0.881947320268894,"ENSG00000103415","HMOX2","3163"
"DNAJA3",4503.03596626571,-0.302246142720538,0.794100179220868,-0.380614625999817,0.703489226807289,0.918053211699493,"ENSG00000103423","DNAJA3","9093"
"CORO7-PAM16",20.0154216618799,-5.41921051717568,2.90727879239041,-1.86401473823565,0.0623196346613628,0.343986513901429,"ENSG00000103426","CORO7-PAM16","100529144"
"BFAR",4257.52519281372,0.0214964288119456,0.826651947074201,0.0260042075604233,0.979253982439193,0.995607031645555,"ENSG00000103429","BFAR","51283"
"SALL1",9828.76118053196,1.31133740438517,1.182962591527,1.10851975690326,0.267637411477596,0.669340416402345,"ENSG00000103449","SALL1","6299"
"TOX3",979.663058890697,-0.264479688410844,2.42163580010016,-0.109215303308576,0.913031722631767,0.979968049529604,"ENSG00000103460","TOX3","27324"
"RRN3P2",38.9591492138407,-0.18080567507244,1.45134586547498,-0.124577937880622,0.900857695330311,0.977574155861048,"ENSG00000103472","RRN3P2","653390"
"RBL2",3850.05373492901,0.932583522089362,0.816810858484797,1.14173741987138,0.253563181664807,0.65290480989446,"ENSG00000103479","RBL2","5934"
"QPRT",427.841308276283,-0.163114794169195,1.66705499482872,-0.097846078668781,0.922054517416964,0.982011585113982,"ENSG00000103485","QPRT","23475"
"XYLT1",763.845660425989,-0.446766458663884,2.19271448736233,-0.203750402179041,0.838548553019259,0.96342558288439,"ENSG00000103489","XYLT1","64131"
"PYCARD",69.8722714877084,-1.7958617772266,2.30840808696989,-0.777965467788634,0.436589371187302,0.793222543894163,"ENSG00000103490","PYCARD","29108"
"RPGRIP1L",1178.76220348969,0.159896818228033,1.06734343263736,0.149808218553362,0.880915925068459,0.97292395404764,"ENSG00000103494","RPGRIP1L","23322"
"MAZ",14767.8159334318,0.52601142132257,0.871857660107702,0.60332258967317,0.546294108053688,0.851842670241828,"ENSG00000103495","MAZ","4150"
"STX4",1544.19693958484,0.243716339893838,0.867283777543353,0.281011067201306,0.778701911330125,0.944538761879982,"ENSG00000103496","STX4","6810"
"CDIPT",4192.25957381058,-1.28299665936604,0.912222308305658,-1.40645174721614,0.159590023426721,0.535960261712401,"ENSG00000103502","CDIPT","10423"
"BCKDK",2749.44211263978,-1.31425943248173,1.19192159973545,-1.10263916080842,0.270183896870544,0.671435155827741,"ENSG00000103507","BCKDK","10295"
"KAT8",1709.17407940962,-0.149081373701414,0.886402720060228,-0.168186954222438,0.866436203775304,0.969974433796432,"ENSG00000103510","KAT8","84148"
"NOMO1",21627.7632498055,-0.078491676437286,1.34786901245574,-0.0582339053067764,0.953562314007732,0.989123031086882,"ENSG00000103512","NOMO1","23420"
"IL21R",33.3214237114414,-3.66041447980036,2.47258696921662,-1.48039867772986,0.138766882684107,0.504744366158399,"ENSG00000103522","IL21R","50615"
"SYT17",2925.12471583726,1.97458385437671,1.32657543955055,1.48848214395234,0.136623787726799,0.501321156578172,"ENSG00000103528","SYT17","51760"
"CCP110",2641.21192048618,1.0363359626588,0.767406202583512,1.3504399093595,0.176874916517967,0.559582147390913,"ENSG00000103540","CCP110","9738"
"VPS35L",3024.50496591829,1.12101255037633,1.00715327872194,1.11305058927959,0.265686702924492,0.667632668224133,"ENSG00000103544","VPS35L","57020"
"RNF40",7723.41660633875,-0.361469292081104,0.999147146577887,-0.361777835546194,0.717518056497452,0.923027339648329,"ENSG00000103549","RNF40","9810"
"KNOP1",1690.53820500994,0.913575154011269,0.843517810486476,1.08305378102733,0.278784552244842,0.678983240718732,"ENSG00000103550","KNOP1","400506"
"AAGAB",2593.20836450222,1.13600056619023,0.920911092276346,1.23356160623738,0.217366307093092,0.610718347850127,"ENSG00000103591","AAGAB","79719"
"IQCH",98.4099527354946,0.956152697168874,1.31404014329152,0.727643445331754,0.466831878374174,0.812552095726914,"ENSG00000103599","IQCH","64799"
"LACTB",701.802044022019,0.103546224268903,0.920971140908751,0.112431562368752,0.91048123082337,0.979475306241623,"ENSG00000103642","LACTB","114294"
"CORO2B",8683.34572801534,0.14067367274966,1.47170667882895,0.0955854007957587,0.923849860580942,0.982182263758189,"ENSG00000103647","CORO2B","10391"
"CSK",3319.38349694519,-0.0740315731671846,1.23905424057906,-0.0597484522813036,0.9523559812967,0.989123031086882,"ENSG00000103653","CSK","1445"
"HERC1",4592.88342850999,-0.933647937686276,1.32377178393293,-0.705293728887625,0.480627462278399,0.821237361969499,"ENSG00000103657","HERC1","8925"
"TRIP4",976.93733914222,0.726891969541959,1.15498670402405,0.629350941451895,0.529119327946131,0.844547258712122,"ENSG00000103671","TRIP4","9325"
"MTFMT",321.247443621937,-0.0169027902645548,0.937303569286051,-0.0180334214212262,0.985612191303293,0.996704274228237,"ENSG00000103707","MTFMT","123263"
