"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENsembl","GeneID","EntrezID"
"HIF1A-AS3",21.3560289185102,-0.57170221001086,1.54534617498431,-0.3699509011414,0.711419074125698,0.921553533742897,"ENSG00000258667","HIF1A-AS3","105370526"
"VESTAR",44.9009201839932,-0.442211445771549,1.18884318493495,-0.371967851921316,0.709916785151597,0.921097474966622,"ENSG00000258701","VESTAR","196872"
"PRC1-AS1",31.3482954406449,-7.64778379550041,2.43432558350296,-3.14164376668768,0.00168002305815824,0.0461562892155143,"ENSG00000258725","PRC1-AS1","100507118"
"AP1G2-AS1",372.172978777536,-0.938179708846927,1.06919676309586,-0.877462167141646,0.380235659376476,0.759181998675283,"ENSG00000258727","AP1G2-AS1","102724814"
"LINC02328",92.2914357961961,2.47334935176793,0.97017172817368,2.54939334959176,0.0107910511185947,0.131249601090077,"ENSG00000258733","LINC02328","101928767"
"BAZ1A-AS1",274.216552043144,1.7514527009616,1.0993244386338,1.59320819169475,0.111113494155285,0.452316419883855,"ENSG00000258738","BAZ1A-AS1","112268124"
"LINC02301",20.2347593656607,-7.01271007076513,2.68688388198474,-2.60997883748702,0.00905478239817773,0.118947994495747,"ENSG00000258743","LINC02301","101928599"
"RNASE4",871.490845905077,-2.10392411187072,1.60941445339364,-1.30726060489537,0.191124218853226,0.577702338001547,"ENSG00000258818","RNASE4","6038"
"MC1R",735.087495215315,-2.36660591122293,0.942830236147292,-2.51010820452009,0.0120694172219331,0.139528262045919,"ENSG00000258839","MC1R","4157"
"LINC02321",17.0479357289407,-2.41172623975021,1.51071432702126,-1.59641448857212,0.110396283475473,0.450669457802618,"ENSG00000258884","LINC02321","105370623"
"CEP95",1068.48547972334,-0.116053994075263,1.06194996970188,-0.109283862127556,0.912977346083681,0.979968049529604,"ENSG00000258890","CEP95","90799"
"FOXN3-AS1",32.500477653183,-7.58604158298029,2.6763612736378,-2.83446097419766,0.00459030641615054,0.0833163503638566,"ENSG00000258920","FOXN3-AS1","400236"
"MIA2-AS1",36.6405922350277,-0.364965588169152,1.07117156209277,-0.340716278404657,0.733317182776206,0.92925938347353,"ENSG00000258940","MIA2-AS1","100288846"
"TUBB3",16182.4984797496,-1.67044375074638,1.15145168544976,-1.45072847767287,0.146855482380154,0.517796188314666,"ENSG00000258947","TUBB3","10381"
"TMEM179",203.874834201213,-0.0096392967954827,2.11994199902294,-0.0045469625112033,0.996372061314958,0.999192786047567,"ENSG00000258986","TMEM179","388021"
"TVP23C-CDRT4",184.791349980414,0.484052129012595,1.55508310581256,0.311270907132432,0.755594682203154,0.9368683630997,"ENSG00000259024","TVP23C-CDRT4","100533496"
"FPGT-TNNI3K",112.972270479899,0.747399727002481,2.51676912236265,0.29696793415077,0.766490990213984,0.94095840226171,"ENSG00000259030","FPGT-TNNI3K","100526835"
"BLOC1S5-TXNDC5",182.953237431173,2.43617568774792,0.918408831505746,2.65260481408238,0.00798733249044996,0.112060972424389,"ENSG00000259040","BLOC1S5-TXNDC5","100526836"
"POC1B-GALNT4",175.032350756896,-0.630544016218268,1.32862989479309,-0.474582138102848,0.635084840065756,0.88839538033296,"ENSG00000259075","POC1B-GALNT4","100528030"
"NDUFC2-KCTD14",217.172913675164,1.81254191049948,0.993160001418138,1.82502507945482,0.0679972448076193,0.360419603137024,"ENSG00000259112","NDUFC2-KCTD14","100532726"
"LINC00648",47.0243046894028,-2.73859410494157,1.52663091209272,-1.79388094610731,0.0728321732928059,0.371572435839819,"ENSG00000259129","LINC00648","100506433"
"LINC00924",54.1115704096426,0.381820287846,3.41747594505615,0.111725815772999,0.9110408094534,0.979475306241623,"ENSG00000259134","LINC00924","145820"
"MAP3K9-DT",17.3184656048129,0.0995100464638036,2.98161888792244,0.0333745023104348,0.973375942541009,0.994386200422055,"ENSG00000259153","MAP3K9-DT","100506411"
"SNRPA1-DT",55.7437068948468,-1.74443752718328,1.41412679521802,-1.23357928941184,0.217359714319002,0.610718347850127,"ENSG00000259172","SNRPA1-DT","120766138"
"LOC101929586",19.0699302274855,-4.2382573291142,1.86798953147094,-2.26888708834294,0.0232751931070066,0.202507329857571,"ENSG00000259175","LOC101929586","101929586"
"ITGB3",726.080838996127,0.338865848625136,1.69622834978758,0.199776078891484,0.841655710468841,0.963724785974718,"ENSG00000259207","ITGB3","3690"
"USP3-AS1",17.5919622913158,-6.87591558536121,2.78204331891122,-2.47153433543664,0.0134534631321386,0.147545035102338,"ENSG00000259248","USP3-AS1","100130855"
"LINC02622",33.4535278603442,-2.04202984796806,1.94298662538571,-1.05097473203795,0.293270195101717,0.694305233080425,"ENSG00000259267","LINC02622","105378349"
"ZNF710-AS1",588.95883051456,0.476827807176147,1.51879292667236,0.313951822399428,0.753557630134793,0.936629358872808,"ENSG00000259291","ZNF710-AS1","109729181"
"CSPG4P12",22.2565949445434,-2.92172434431457,2.21983185064221,-1.31619173923885,0.188109695638025,0.574341330894199,"ENSG00000259295","CSPG4P12","728121"
"ZHX1-C8orf76",107.634543847513,-1.19708805264388,1.21758264222825,-0.983167804078688,0.325524857727441,0.720229675053737,"ENSG00000259305","ZHX1-C8orf76","100533106"
"INAFM2",3097.27161485662,0.749035090709671,0.871788999873057,0.859193096975001,0.390233991215331,0.766910076595343,"ENSG00000259330","INAFM2","100505573"
"ST20-MTHFS",275.45654188288,-0.967270424558444,2.32627264845982,-0.415802689851878,0.677554390408254,0.906932638464801,"ENSG00000259332","ST20-MTHFS","100528021"
"TGIF2-RAB5IF",43.910798348873,0.609804962881067,1.50943931386905,0.403994355571668,0.686216869850201,0.911171245803035,"ENSG00000259399","TGIF2-RAB5IF","100527943"
"CTXND1",1283.65996574581,1.19177977476155,1.74728272759637,0.682076092173704,0.495190837202727,0.828352319585444,"ENSG00000259417","CTXND1","100996492"
"LOC105370906",26.7866067872694,1.39259237750082,2.41247758897337,0.577245726080895,0.563773471643046,0.858966327602997,"ENSG00000259420","LOC105370906","105370906"
"KIF23-AS1",36.51875683553,1.30559412277321,1.64772592345404,0.792361219902614,0.428150084676358,0.789060544529199,"ENSG00000259426","KIF23-AS1","145694"
"THTPA",820.201242667829,0.182635212070739,0.919158152205487,0.19869835417606,0.842498711532273,0.963724785974718,"ENSG00000259431","THTPA","79178"
"ADNP-AS1",28.9418764722524,1.34312406032834,2.07186334713162,0.648268652557528,0.516811205311162,0.838321633334776,"ENSG00000259456","ADNP-AS1","101927631"
"CPEB1-AS1",76.2148646836889,-1.9992223915043,1.30116073246401,-1.53649148919394,0.124417883555254,0.476625723072365,"ENSG00000259462","CPEB1-AS1","283692"
"DUT-AS1",107.486538335424,-1.57835943526526,1.03170390626856,-1.52985699256856,0.126052130797959,0.479673761371439,"ENSG00000259488","DUT-AS1","107984757"
"MRPL46",931.354323095203,0.195361066579592,0.884905975064778,0.220770423168734,0.825271194253343,0.959407591275349,"ENSG00000259494","MRPL46","26589"
"ARNT2-DT",318.232094228571,2.24236004749524,1.42502580513303,1.57355750290143,0.115589784545229,0.460073674589483,"ENSG00000259495","ARNT2-DT","101929560"
"LINC01583",16.6266876716235,-6.7473357776869,3.54778811487055,-1.90184293966301,0.0571916907322836,0.330638647696328,"ENSG00000259518","LINC01583","101929690"
"SLC28A2-AS1",22.7984519650071,0.793648916081188,2.15532432715051,0.368227141541361,0.712703873923667,0.92175442484687,"ENSG00000259520","SLC28A2-AS1","101928414"
"ALDH1A3-AS1",49.9462144459029,-1.67485758895774,1.76177530842949,-0.950664696538841,0.341774614904701,0.732357194495432,"ENSG00000259583","ALDH1A3-AS1","101927751"
"LINC02254",48.720759546779,-3.64900325799087,1.42572716375818,-2.55939800457488,0.010485361944872,0.129100212875977,"ENSG00000259664","LINC02254","101927286"
"IQCH-AS1",229.62446061421,0.730111635099853,1.10500093869678,0.66073395010952,0.508782947395596,0.835790291328377,"ENSG00000259673","IQCH-AS1","100506686"
"FBN1-DT",28.5400395750232,-1.6335332044351,1.14665540036239,-1.42460690798547,0.154270862058324,0.528195847772462,"ENSG00000259705","FBN1-DT","105370809"
"HSP90B2P",20.8714075371361,-1.68532941960975,1.45439791132893,-1.158781518099,0.246545252850221,0.644496022306239,"ENSG00000259706","HSP90B2P","7190"
"ZFHX3-AS1",513.360895162117,0.951777442916935,1.13631757228096,0.837598102972575,0.40225645863065,0.774418146147284,"ENSG00000259768","ZFHX3-AS1","101927978"
"LOC103171574",24.8935563702929,-4.10971374073934,2.09379697151271,-1.96280431992897,0.0496689156664956,0.307950353559381,"ENSG00000259774","LOC103171574","103171574"
"MARCHF6-DT",49.159679936309,-0.42209049630122,1.12698821913834,-0.374529643818225,0.708010306177971,0.919637081014921,"ENSG00000259802","MARCHF6-DT","101929977"
"CZIB-DT",24.3712350854699,-7.20390488530137,2.85600689252223,-2.52236957276367,0.0116567168749955,0.137430859198948,"ENSG00000259818","CZIB-DT","120017342"
"CDK13-DT",57.8004792649929,-0.119964060972481,1.46626324464655,-0.0818161823332061,0.934792887575622,0.984832122437724,"ENSG00000259826","CDK13-DT","112267983"
"ZNF778-DT",215.240565518169,0.707304404335427,0.933275889617469,0.757872792176531,0.448527139733957,0.800955609443744,"ENSG00000259877","ZNF778-DT","123706547"
"TEDC2-AS1",53.8601264537827,-2.95159488744508,1.33351601681583,-2.21339290284109,0.0268705695394219,0.220200082758587,"ENSG00000259895","TEDC2-AS1","729652"
"AQP7B",386.124660974147,-7.10909860778453,2.4287962224218,-2.92700496738088,0.00342243414449791,0.0715210141679,"ENSG00000259916","AQP7B","100509620"
"LOC124903574",215.463249712362,-7.83991163624069,2.53132969406322,-3.09715153052872,0.00195389968155685,0.0505388522283826,"ENSG00000259948","LOC124903574","124903574"
"RBM15B",6504.98618228643,-0.0352067767563317,0.928978929804537,-0.0378983587536689,0.969768721635461,0.993395476052145,"ENSG00000259956","RBM15B","29890"
"TGFBR3L",57.3253329873753,-8.26235863023149,2.61141681275522,-3.16393713553301,0.00155650411804398,0.04376574781354,"ENSG00000260001","TGFBR3L","100507588"
"HOXB7",182.696104321663,-1.98018456238618,2.55730095728119,-0.774325977061156,0.438738045597345,0.794220969350849,"ENSG00000260027","HOXB7","3217"
"NORAD",30524.2835974115,1.3748361468137,0.817589637561857,1.68157237280259,0.092651791576345,0.41692264943997,"ENSG00000260032","NORAD","647979"
"LRRC37A2",95.1896925335327,-1.38802525418612,2.37569672343235,-0.584260288990393,0.55904520505056,0.857343467015935,"ENSG00000260075","LRRC37A2","474170"
"LOC105371240",16.1419761231064,1.12080000124832,1.70199114899591,0.658522814239977,0.510202242130405,0.835811367659066,"ENSG00000260086","LOC105371240","105371240"
"DDX59-AS1",53.2094127259468,-1.88508207955629,1.49825072281218,-1.25818866685947,0.208323532632154,0.597901336741818,"ENSG00000260088","DDX59-AS1","101929224"
"SPDYE6",15.184678704364,-2.17122786142876,2.62603413608452,-0.826808696655449,0.40834550002594,0.778231013923176,"ENSG00000260097","SPDYE6","729597"
"AFTPH-DT",30.7281929602587,1.82420802840215,1.04568188503626,1.74451528185256,0.0810692790276115,0.38986475285438,"ENSG00000260101","AFTPH-DT","101927402"
"CSPG4P13",16.6686259975476,-2.90121809593036,3.49773204090648,-0.829456934379246,0.406845896159235,0.778016509801116,"ENSG00000260139","CSPG4P13","100302666"
"CDH13-AS2",404.008766186957,-23.0455978485046,3.7608996670337,-6.12768217416477,8.91684776528341e-10,1.70311333789083e-06,"ENSG00000260228","CDH13-AS2","102724163"
"FRRS1L",346.024512982451,2.91889242536396,1.70923692114278,1.70771669465952,0.0876889228984544,0.406844087236861,"ENSG00000260230","FRRS1L","23732"
"KDM7A-DT",140.960603790015,0.290894023428771,1.06814265704047,0.272336304061443,0.785363444138186,0.947236553631767,"ENSG00000260231","KDM7A-DT","100134229"
"PTPN23-DT",112.961215402442,-0.843102245161957,0.929894353557847,-0.906664549511655,0.36458421560222,0.750090042838094,"ENSG00000260236","PTPN23-DT","119863865"
"PMF1-BGLAP",436.430234397696,2.64631105644411,0.981932184391422,2.69500388978922,0.00703878093387796,0.105004764751294,"ENSG00000260238","PMF1-BGLAP","100527963"
"LOC119746555",345.824160633437,1.14383402521167,0.829370225122001,1.37915974140911,0.167845507594629,0.546768924633007,"ENSG00000260257","LOC119746555","119746555"
"SNHG19",538.67254275521,-1.3983092479099,1.11986259361887,-1.24864358884533,0.211795461991637,0.602464499726141,"ENSG00000260260","SNHG19","100507303"
"LOC105371414",22.5028965627438,-3.33060943585275,2.12818654702891,-1.56499882047582,0.117583185880032,0.463845395333644,"ENSG00000260279","LOC105371414","105371414"
"SLX1B-SULT1A4",161.881926413577,-2.16734299834775,1.32144567981325,-1.64013022363056,0.100978093456844,0.435085471251581,"ENSG00000260280","SLX1B-SULT1A4","100526831"
"LOC101929408",54.6592028944614,-1.77579259580028,1.22359716150504,-1.45128858718177,0.146699517930033,0.517610918040054,"ENSG00000260288","LOC101929408","101929408"
"LOC124903619",30.0886663311263,-3.86423655452738,1.66029641751552,-2.32743774771848,0.0199419786604815,0.185575959259481,"ENSG00000260316","LOC124903619","124903619"
"HEXA-AS1",16.4869457688446,-1.204162175195,1.62716691199832,-0.740036050583266,0.459278119900092,0.807804193713598,"ENSG00000260339","HEXA-AS1","80072"
"LINC00562",20.5269591928419,0.814188161811807,1.1597661257087,0.702027886281192,0.482661772814877,0.821769220531741,"ENSG00000260388","LINC00562","100861549"
"STUB1-DT",18.6812694606887,-6.99773993467985,2.40640458495135,-2.90796484449905,0.00363789231430177,0.0741789174943766,"ENSG00000260394","STUB1-DT","105371184"
"SCX",116.777331975085,-8.50783913665103,2.58787991560597,-3.287571067477,0.00101055679261976,0.0328964991678822,"ENSG00000260428","SCX","642658"
"ATP2A1-AS1",81.6654023540934,0.0544528860868959,1.43943032606555,0.0378294698262568,0.969823647659866,0.993395476052145,"ENSG00000260442","ATP2A1-AS1","100289092"
"C16orf95",118.810428144927,-0.715227260287167,1.18722740122988,-0.602434933312898,0.546884662545599,0.852140492852849,"ENSG00000260456","C16orf95","100506581"
"E2F5-DT",15.2636821761941,-0.823498791066159,2.02989985166886,-0.40568444319513,0.684974474246874,0.910626630310887,"ENSG00000260493","E2F5-DT","102723322"
"COSMOC",20.4900373641071,0.642560299652787,1.34147677350835,0.478994726067682,0.631942380566158,0.887183803481795,"ENSG00000260552","COSMOC","101927809"
"STAM-DT",31.6558148949291,-0.185442354808809,1.27457949072069,-0.145492969374514,0.884321666314878,0.97378365821013,"ENSG00000260589","STAM-DT","102723166"
"SNAI3-AS1",63.9254693294193,-2.12084477570561,1.38760390097464,-1.52842232154,0.126407716242348,0.480387714345446,"ENSG00000260630","SNAI3-AS1","197187"
"ANKRD20A1",49.2963358407217,0.942674299114254,2.50889239158716,0.37573325275936,0.707115214123513,0.919369176954976,"ENSG00000260691","ANKRD20A1","84210"
"TBC1D22A-DT",369.945613378101,-0.684416928614917,0.988993165503863,-0.692034032678301,0.48891595689624,0.824996359039507,"ENSG00000260708","TBC1D22A-DT","119863861"
"SLC7A5P1",26.2003593352664,-20.4064097351757,4.99268503621145,-4.0872615811272,4.36494875362011e-05,0.00388383440210999,"ENSG00000260727","SLC7A5P1","81893"
"MIR3677HG",37.3747320283066,-2.42996587238151,1.20135302951094,-2.02269092655531,0.0431050229548146,0.286413063244404,"ENSG00000260778","MIR3677HG","106660606"
"LINC02280",15.7790370169829,-1.55220507156692,1.55558849839315,-0.997824985958867,0.318364231996294,0.715577851640935,"ENSG00000260792","LINC02280","101929634"
"ATXN7L3-AS1",18.5549989223975,1.66087972195337,2.14251090840439,0.775202457750978,0.438220036133851,0.793962340517456,"ENSG00000260793","ATXN7L3-AS1","101926967"
"LINC01963",1374.72730162296,1.71937082232177,1.03131415184131,1.66716496544918,0.095481607031273,0.423751224288647,"ENSG00000260804","LINC01963","150967"
"CEROX1",394.671608525218,-0.6215543325031,1.85678107581346,-0.334748312873017,0.737814953450003,0.930401092860141,"ENSG00000260807","CEROX1","115804232"
"FBXL19-AS1",342.11508895983,0.0841469354655026,0.893023747718553,0.0942269852066941,0.924928849040783,0.982514030539118,"ENSG00000260852","FBXL19-AS1","283932"
"ARLNC1",19.2021596258721,-3.335469104716,2.00875735935715,-1.66046391276616,0.0968211618619208,0.426763465538453,"ENSG00000260896","ARLNC1","100996425"
"XKR7",18.3781765324947,0.402715843253101,2.01585566646393,0.199774145516835,0.841657222600876,0.963724785974718,"ENSG00000260903","XKR7","343702"
"CCPG1",4381.28381187704,-0.939960167699651,1.26997802684422,-0.740138921958645,0.459215703795492,0.807804193713598,"ENSG00000260916","CCPG1","9236"
"LOC103344931",319.019215661995,-0.192444583058882,0.840013483608903,-0.229097016671795,0.818793512159347,0.95784875316807,"ENSG00000260917","LOC103344931","103344931"
"LINC00622",19.9510699268201,-2.6087239363221,1.90003196376364,-1.37298950021591,0.169755610871534,0.549640710029365,"ENSG00000260941","LINC00622","644242"
"CAPN10-DT",327.693813053703,-0.919810146826649,1.22058863463771,-0.753579150849346,0.451101967417954,0.80273152829205,"ENSG00000260942","CAPN10-DT","101752400"
"LINC01572",68.7367781318204,0.298608867388933,1.01030952406954,0.295561766245788,0.767564775813401,0.941447134174977,"ENSG00000261008","LINC01572","101927957"
"SPECC1-DT",31.5378319778336,-1.65548645999547,1.25088145755821,-1.32345591182323,0.185683808680296,0.57146654108832,"ENSG00000261033","SPECC1-DT","119545627"
"SULT1A3",248.840540357079,0.454927102022612,1.14737049747049,0.396495380546696,0.691739615021253,0.913136429693096,"ENSG00000261052","SULT1A3","6818"
"ZNNT1",426.943452918853,-1.05425209359859,1.46268037162446,-0.720767239412484,0.47105273481776,0.815220932836407,"ENSG00000261087","ZNNT1","115830329"
"TMEM178B",1834.71228181199,-1.16911168875019,1.63027928417679,-0.717123562875017,0.473297857900263,0.81719906124737,"ENSG00000261115","TMEM178B","100507421"
"LINC02473",40.6233335095136,-1.12822775050064,1.71300146136869,-0.658626262699852,0.51013579397988,0.835811367659066,"ENSG00000261121","LINC02473","107986266"
"RBFADN",163.55394209137,-0.763699005253449,1.28047205849767,-0.596419890762372,0.550894755789215,0.853686110836286,"ENSG00000261126","RBFADN","100506070"
"LOC105370941",48.5776152040487,0.164521613653401,1.07044342960195,0.153694823195448,0.877850366774322,0.972016826539941,"ENSG00000261136","LOC105370941","105370941"
"EPPK1",139.989513196799,-6.4773870367022,1.92893848448385,-3.35800601667991,0.000785069042914984,0.0274294628955637,"ENSG00000261150","EPPK1","83481"
"LOC107984827",45.8869654659247,-8.14715954508969,2.26753798053443,-3.5929539505087,0.000326950385089644,0.0151517284942007,"ENSG00000261170","LOC107984827","107984827"
"TFIP11-DT",347.914204878159,0.415275824009586,0.822615047686373,0.504824006292567,0.613682453069945,0.880017384890788,"ENSG00000261188","TFIP11-DT","100507599"
"ZNF865",1780.94978273711,-1.8135634786908,1.06061706136075,-1.70991354444557,0.0872818614411477,0.405519346960264,"ENSG00000261221","ZNF865","100507290"
"BOP1",3606.47559612179,-2.08537181762752,1.05658471940953,-1.97369106264656,0.0484168820312433,0.303578407535929,"ENSG00000261236","BOP1","23246"
"GOLGA8T",27.5983875809151,0.833418709679127,2.17116822879971,0.383857270304599,0.701084237990379,0.916992813719257,"ENSG00000261247","GOLGA8T","653075"
"ATP2C2-AS1",15.8402365057591,-1.74729102877335,1.70792804198993,-1.02304721616817,0.306285521948237,0.704889774618199,"ENSG00000261286","ATP2C2-AS1","105371374"
"FIGNL2",72.8368520184863,-1.7244517911403,1.6656214307964,-1.03532036707511,0.300519321260804,0.700640131785408,"ENSG00000261308","FIGNL2","401720"
"LOC105274304",21.8541415978493,0.477028259967353,1.33227716389773,0.358054819893296,0.72030228902668,0.924741170381518,"ENSG00000261335","LOC105274304","105274304"
"OTULIN-DT",24.7136247577187,-2.84423254338745,1.55494084502076,-1.82915803678015,0.0673759367538315,0.358550306701676,"ENSG00000261360","OTULIN-DT","728178"
"MANEA-DT",22.138953932643,-0.0323568296231673,1.8711933475414,-0.0172920824380236,0.986203601959554,0.99671118133036,"ENSG00000261366","MANEA-DT","101927288"
"PECAM1",136.355350278013,-1.85794523882873,1.27691142005042,-1.45503063850378,0.145660779624769,0.515356997629392,"ENSG00000261371","PECAM1","5175"
"VPS9D1-AS1",159.249203907584,-10.1137099205715,2.57968358959345,-3.92052341665877,8.83568494309988e-05,0.00595590614683029,"ENSG00000261373","VPS9D1-AS1","100128881"
"PSMD7-DT",21.9247060888447,-2.2423523546705,1.40177944845813,-1.59964704657137,0.109676905288405,0.449858321391315,"ENSG00000261404","PSMD7-DT","101928035"
"TEN1-CDK3",25.0620862552609,3.03858581286628,2.06516009347345,1.47135605731932,0.141194850603622,0.509686424284982,"ENSG00000261408","TEN1-CDK3","100529145"
"TMEM202-AS1",42.1907060232069,-4.46996723227053,1.55618614567253,-2.87238595761869,0.00407385086663557,0.0778973202961262,"ENSG00000261423","TMEM202-AS1","105370888"
"LINC01003",492.716601152928,-1.08696640514461,1.46577053842004,-0.741566552644906,0.458349994897762,0.807405798315284,"ENSG00000261455","LINC01003","100128822"
"TBILA",23.4475181974723,0.47264718682049,2.078135471154,0.227438101789402,0.820083095536398,0.957942962696703,"ENSG00000261488","TBILA","112806053"
"BBS7-DT",20.3997531625391,-3.7991246977675,1.90650380785964,-1.9927181273415,0.0462923212688925,0.297759038373834,"ENSG00000261501","BBS7-DT","119545622"
"LINC01686",59.8488043531686,-0.837960445326654,1.42149626294634,-0.589491838402593,0.555531385518502,0.855662982217615,"ENSG00000261504","LINC01686","284648"
"SMG1P7",145.921038328081,-1.38919276405657,1.60700722490301,-0.864459563422571,0.387335484517164,0.76505575325431,"ENSG00000261556","SMG1P7","100506060"
"GAN",1774.35757303911,-0.630508288331807,1.30630159965087,-0.482666704611185,0.629332407879241,0.886422319823683,"ENSG00000261609","GAN","8139"
"TTC23-AS1",22.5155959051539,-1.81374159400105,1.35507828502189,-1.33847735149247,0.180740878520811,0.564850513266724,"ENSG00000261616","TTC23-AS1","128193289"
"CYLD-AS1",29.605433917829,-4.09718999726018,1.68037112464387,-2.4382649387221,0.0147579532931862,0.155722526792055,"ENSG00000261644","CYLD-AS1","102724907"
"PIERCE2",50.7891164287126,0.588200351238026,1.38768726948409,0.423870971632321,0.671659915381649,0.90538382796713,"ENSG00000261652","PIERCE2","145788"
"ECI1-AS1",31.1171212203065,-3.72979863210652,1.48303257497964,-2.51498092154701,0.0119038825312262,0.138716954758527,"ENSG00000261663","ECI1-AS1","123706507"
"SCRT1",100.988434540049,-3.02039655280411,2.22005934526831,-1.36050261865368,0.17367092478765,0.555236651908136,"ENSG00000261678","SCRT1","83482"
"GOLGA8S",19.8657787498696,5.21932827215131,1.82048580369721,2.86699751327443,0.00414386268597843,0.0784941086282548,"ENSG00000261739","GOLGA8S","653061"
"BOLA2-SMG1P6",688.309244917196,-0.0911121517292524,0.909289671379648,-0.100201459003718,0.920184387728598,0.98190397629645,"ENSG00000261740","BOLA2-SMG1P6","107282092"
"DNAAF4-CCPG1",35.6410360113529,-0.670242159759222,2.74727705558441,-0.243965987484522,0.807257162148231,0.954989563683011,"ENSG00000261771","DNAAF4-CCPG1","100533483"
"GOLGA8H",71.874369440938,-2.00503413217465,1.99195588660672,-1.00656552971673,0.314143606256975,0.711603869344267,"ENSG00000261794","GOLGA8H","728498"
"ISY1-RAB43",1285.3940002965,0.425300867184488,0.898651271593225,0.473265749049094,0.636023594888962,0.888471547920905,"ENSG00000261796","ISY1-RAB43","100534599"
"LOXL1-AS1",110.884729469371,-0.80950869235704,1.29796560664444,-0.623674994324248,0.532841048316816,0.846894076476871,"ENSG00000261801","LOXL1-AS1","100287616"
"LOC728138",17.9110007405072,-1.94799481334558,2.13939029302413,-0.910537371183449,0.362539182367029,0.749023161092665,"ENSG00000261819","LOC728138","728138"
"LINC00662",1136.19272280158,2.06170825143692,0.959444402364224,2.14885640726711,0.0316457843399092,0.240527183935073,"ENSG00000261824","LINC00662","148189"
"LOC730183",43.6611586376816,-3.88129777936711,1.56438541441676,-2.48103679796462,0.0131000848481587,0.144977168966356,"ENSG00000261840","LOC730183","730183"
"ZNF594-DT",65.3682193444222,-0.0420611052132293,1.09155025299991,-0.0385333658231793,0.969262429150186,0.993324402086249,"ENSG00000261879","ZNF594-DT","100130950"
"PCDHGA9",3872.92303264317,5.82049852421303,1.66640159510833,3.49285462837945,0.000477886588371703,0.0199318531233365,"ENSG00000261934","PCDHGA9","56107"
"LOC124900372",221.719474020545,-1.09197631803551,1.35038467143013,-0.808640931090435,0.418721713867199,0.782339219633536,"ENSG00000261971","LOC124900372","124900372"
"LINC02175",17.9560153250045,-6.16725427253737,2.86384670803477,-2.15348616782966,0.0312804900273852,0.239295151069259,"ENSG00000262155","LINC02175","283887"
"LINC02861",35.4191040023576,-3.32466491756336,1.40870279644381,-2.36008966969916,0.0182705181715028,0.176527515946369,"ENSG00000262185","LINC02861","102724927"
"LINC01978",24.9250426899833,-6.6749245945558,2.5546888749373,-2.61281311397249,0.00898003920852494,0.118833309796425,"ENSG00000262188","LINC01978","101928738"
"PCDHGB3",173.3989320684,-2.92309504984606,1.53974419193645,-1.8984290151274,0.0576395904430669,0.331402814666915,"ENSG00000262209","PCDHGB3","56102"
"LINC03048",17.7939022355015,-1.20233917923316,1.62316197474693,-0.740738877535998,0.458851781863101,0.807508146351907,"ENSG00000262223","LINC03048","100130370"
"CORO7",1265.65104384901,-2.17986028685704,1.24296640150383,-1.75375640421149,0.0794722561053274,0.385611867966228,"ENSG00000262246","CORO7","79585"
"MIR193BHG",154.924991226578,-2.50409644889998,1.02507759160147,-2.44283600521192,0.0145723574388652,0.154768485902431,"ENSG00000262454","MIR193BHG","100129781"
"CCER2",30.1760235018928,-1.09058470581898,1.91766445043733,-0.568704658195166,0.569556586068038,0.86173160139866,"ENSG00000262484","CCER2","643669"
"PCDHGA4",441.632759883699,0.0564225142007019,1.40042686392916,0.0402895114725219,0.9678623156234,0.993002449745793,"ENSG00000262576","PCDHGA4","56111"
"LINC01979",18.8473745549354,-0.460397780715506,1.96832390382161,-0.233903464679578,0.815059923392265,0.957251744252214,"ENSG00000262585","LINC01979","101928766"
"SPON1",4830.45432677819,1.63465838929319,2.05690601789716,0.794717101836453,0.426778081954221,0.788281064242718,"ENSG00000262655","SPON1","10418"
"OVCA2",1227.53437285844,-0.84599419304565,1.07998008402907,-0.783342401916812,0.43342606974976,0.791714408429762,"ENSG00000262664","OVCA2","124641"
"MRPL12",3152.66100097781,-1.1755166298232,1.52260157545473,-0.772044800670941,0.440087893616756,0.795398706688026,"ENSG00000262814","MRPL12","6182"
"TMPOP2",15.4051537980131,0.432851570066644,1.88358547229431,0.229801926397005,0.818245687734491,0.957745478744418,"ENSG00000262904","TMPOP2","100533619"
"CCNQ",628.915461949452,-1.28488557938677,0.978087206471082,-1.31367179826696,0.188956675415074,0.575340407957862,"ENSG00000262919","CCNQ","92002"
"GTF2I",21864.2559328741,0.862269036050732,0.924072612997913,0.933118267895987,0.350758908086459,0.740035129085353,"ENSG00000263001","GTF2I","2969"
"ZNF234",1193.84151288532,0.0728286029662055,1.12167929329622,0.0649281870508528,0.948231177917842,0.987758635087263,"ENSG00000263002","ZNF234","10780"
"AKAP1-DT",15.4421420291796,-0.0555259239951998,1.43472715470538,-0.038701382219675,0.96912847138458,0.993324402086249,"ENSG00000263004","AKAP1-DT","119139901"
"RNF213-AS1",120.264578536794,-0.336294750313133,0.944997703545937,-0.355868325448037,0.721939177623396,0.92506381741966,"ENSG00000263069","RNF213-AS1","100294362"
"MYZAP",92.233708705356,5.58593852654625,1.61433601998364,3.46020807155307,0.000539758137743319,0.0215695774333047,"ENSG00000263155","MYZAP","100820829"
