NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOMF_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	14		Rejected!	
GOMF_L_GLUTAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	9		Rejected!	
GOMF_L_HISTIDINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5		Rejected!	
GOMF_L_LACTATE_DEHYDROGENASE_ACTIVITY	5		Rejected!	
GOMF_L_LEUCINE_BINDING	7		Rejected!	
GOMF_L_LEUCINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	6		Rejected!	
GOMF_L_LYSINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	9		Rejected!	
GOMF_L_ORNITHINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5		Rejected!	
GOMF_L_PROLINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	7		Rejected!	
GOMF_L_SERINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	9		Rejected!	
GOMF_MACROLIDE_BINDING	12		Rejected!	
GOMF_MACROMOLECULE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	32	31		
GOMF_MAGNESIUM_ION_BINDING	229	206		
GOMF_MAGNESIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	18	17		
GOMF_MALATE_DEHYDROGENASE_ACTIVITY	8		Rejected!	
GOMF_MANGANESE_ION_BINDING	65	60		
GOMF_MANGANESE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	9		Rejected!	
GOMF_MANNOSE_BINDING	25		Rejected!	
GOMF_MANNOSIDASE_ACTIVITY	15	15		
GOMF_MANNOSYLTRANSFERASE_ACTIVITY	25	24		
GOMF_MANNOSYL_OLIGOSACCHARIDE_1_2_ALPHA_MANNOSIDASE_ACTIVITY	7		Rejected!	
GOMF_MANNOSYL_OLIGOSACCHARIDE_MANNOSIDASE_ACTIVITY	9		Rejected!	
GOMF_MAP_KINASE_ACTIVITY	16	15		
GOMF_MAP_KINASE_KINASE_ACTIVITY	16	15		
GOMF_MAP_KINASE_KINASE_KINASE_ACTIVITY	26	25		
GOMF_MAP_KINASE_KINASE_KINASE_KINASE_ACTIVITY	6		Rejected!	
GOMF_MAP_KINASE_PHOSPHATASE_ACTIVITY	18		Rejected!	
GOMF_MAP_KINASE_SCAFFOLD_ACTIVITY	12		Rejected!	
GOMF_MAP_KINASE_TYROSINE_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	13		Rejected!	
GOMF_MDM2_MDM4_FAMILY_PROTEIN_BINDING	11		Rejected!	
GOMF_MECHANOSENSITIVE_MONOATOMIC_CATION_CHANNEL_ACTIVITY	7		Rejected!	
GOMF_MECHANOSENSITIVE_MONOATOMIC_ION_CHANNEL_ACTIVITY	18		Rejected!	
GOMF_MEDIUM_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY	10		Rejected!	
GOMF_MELANOCORTIN_RECEPTOR_ACTIVITY	6		Rejected!	
GOMF_MELANOCORTIN_RECEPTOR_BINDING	5		Rejected!	
GOMF_MEMBRANE_INSERTASE_ACTIVITY	17	17		
GOMF_MEMBRANE_POTENTIAL_DRIVEN_UNIPORTER_ACTIVITY	5		Rejected!	
GOMF_METALLOAMINOPEPTIDASE_ACTIVITY	26	25		
GOMF_METALLOCARBOXYPEPTIDASE_ACTIVITY	31	19		
GOMF_METALLOCHAPERONE_ACTIVITY	14		Rejected!	
GOMF_METALLODIPEPTIDASE_ACTIVITY	8		Rejected!	
GOMF_METALLOENDOPEPTIDASE_ACTIVITY	111	83		
GOMF_METALLOENDOPEPTIDASE_INHIBITOR_ACTIVITY	14		Rejected!	
GOMF_METALLOEXOPEPTIDASE_ACTIVITY	68	51		
GOMF_METALLOPEPTIDASE_ACTIVITY	189	144		
GOMF_METAL_CATION_MONOATOMIC_CATION_ANTIPORTER_ACTIVITY	42	34		
GOMF_METAL_CATION_PROTON_ANTIPORTER_ACTIVITY	26	21		
GOMF_METAL_CLUSTER_BINDING	75	73		
GOMF_METAL_DEPENDENT_DEUBIQUITINASE_ACTIVITY	12		Rejected!	
GOMF_METAL_ION_SENSOR_ACTIVITY	8		Rejected!	
GOMF_METAL_ION_SEQUESTERING_ACTIVITY	5		Rejected!	
GOMF_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	451	310		
GOMF_METHYLATION_DEPENDENT_PROTEIN_BINDING	83	78		
GOMF_METHYL_CPG_BINDING	31	24		
GOMF_MHC_CLASS_IB_PROTEIN_BINDING	8		Rejected!	
GOMF_MHC_CLASS_IB_RECEPTOR_ACTIVITY	8		Rejected!	
GOMF_MHC_CLASS_II_PROTEIN_BINDING	7		Rejected!	
GOMF_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING	27	22		
GOMF_MHC_CLASS_II_RECEPTOR_ACTIVITY	10		Rejected!	
GOMF_MHC_CLASS_I_PROTEIN_BINDING	20		Rejected!	
GOMF_MHC_CLASS_I_PROTEIN_COMPLEX_BINDING	7		Rejected!	
GOMF_MHC_CLASS_I_RECEPTOR_ACTIVITY	15		Rejected!	
GOMF_MHC_PROTEIN_BINDING	42	25		
GOMF_MHC_PROTEIN_COMPLEX_BINDING	37	28		
GOMF_MICROFIBRIL_BINDING	6		Rejected!	
GOMF_MICROFILAMENT_MOTOR_ACTIVITY	37	24		
GOMF_MICROTUBULE_BINDING	281	257		
GOMF_MICROTUBULE_MINUS_END_BINDING	14		Rejected!	
GOMF_MICROTUBULE_MOTOR_ACTIVITY	69	59		
GOMF_MICROTUBULE_PLUS_END_BINDING	21	21		
GOMF_MICROTUBULE_SEVERING_ATPASE_ACTIVITY	9		Rejected!	
GOMF_MINOR_GROOVE_OF_ADENINE_THYMINE_RICH_DNA_BINDING	10		Rejected!	
GOMF_MINUS_END_DIRECTED_MICROTUBULE_MOTOR_ACTIVITY	17		Rejected!	
GOMF_MIRNA_BINDING	41	37		
GOMF_MIRNA_INHIBITOR_ACTIVITY_VIA_BASE_PAIRING	8		Rejected!	
GOMF_MISFOLDED_PROTEIN_BINDING	16	15		
GOMF_MISMATCHED_DNA_BINDING	14		Rejected!	
GOMF_MISMATCH_REPAIR_COMPLEX_BINDING	11		Rejected!	
GOMF_MITOCHONDRIAL_RIBOSOME_BINDING	9		Rejected!	
GOMF_MITOCHONDRION_TARGETING_SEQUENCE_BINDING	6		Rejected!	
GOMF_MITOGEN_ACTIVATED_PROTEIN_KINASE_BINDING	29	28		
GOMF_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_BINDING	10		Rejected!	
GOMF_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_BINDING	16	15		
GOMF_MITOGEN_ACTIVATED_PROTEIN_KINASE_P38_BINDING	7		Rejected!	
GOMF_MODIFICATION_DEPENDENT_PROTEIN_BINDING	189	176		
GOMF_MODIFIED_AMINO_ACID_BINDING	104	81		
GOMF_MODIFIED_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	32	26		
GOMF_MOLECULAR_ADAPTOR_ACTIVITY	1175		Rejected!	
GOMF_MOLECULAR_CARRIER_ACTIVITY	96	84		
GOMF_MOLECULAR_CONDENSATE_SCAFFOLD_ACTIVITY	41	35		
GOMF_MOLECULAR_FUNCTION_ACTIVATOR_ACTIVITY	1149		Rejected!	
GOMF_MOLECULAR_FUNCTION_INHIBITOR_ACTIVITY	517	367		
GOMF_MOLECULAR_SEQUESTERING_ACTIVITY	49	41		
GOMF_MOLECULAR_TAG_ACTIVITY	13		Rejected!	
GOMF_MOLECULAR_TRANSDUCER_ACTIVITY	1534		Rejected!	
GOMF_MOLYBDOPTERIN_COFACTOR_BINDING	6		Rejected!	
GOMF_MONOAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	12		Rejected!	
GOMF_MONOATOMIC_ANION_CHANNEL_ACTIVITY	98	61		
GOMF_MONOATOMIC_ANION_MONOATOMIC_CATION_SYMPORTER_ACTIVITY	25	16		
GOMF_MONOATOMIC_ANION_SODIUM_SYMPORTER_ACTIVITY	18		Rejected!	
GOMF_MONOATOMIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	144	94		
GOMF_MONOATOMIC_CATION_BICARBONATE_SYMPORTER_ACTIVITY	13		Rejected!	
GOMF_MONOATOMIC_CATION_CHANNEL_ACTIVITY	336	224		
GOMF_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	649	461		
GOMF_MONOATOMIC_ION_GATED_CHANNEL_ACTIVITY	30	19		
GOMF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	769		Rejected!	
GOMF_MONOCARBOXYLATE_SODIUM_SYMPORTER_ACTIVITY	15		Rejected!	
GOMF_MONOCARBOXYLIC_ACID_BINDING	87	46		
GOMF_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	73	45		
GOMF_MONOOXYGENASE_ACTIVITY	105	53		
GOMF_MONOSACCHARIDE_BINDING	74	53		
GOMF_MORPHOGEN_ACTIVITY	8		Rejected!	
GOMF_MRF_BINDING	5		Rejected!	
GOMF_MRNA_3_UTR_AU_RICH_REGION_BINDING	29	28		
GOMF_MRNA_3_UTR_BINDING	259	97		
GOMF_MRNA_5_UTR_BINDING	24	24		
GOMF_MRNA_BINDING	647	309		
GOMF_MRNA_CDS_BINDING	5		Rejected!	
GOMF_MRNA_METHYLTRANSFERASE_ACTIVITY	13		Rejected!	
GOMF_MRNA_REGULATORY_ELEMENT_BINDING_TRANSLATION_REPRESSOR_ACTIVITY	16		Rejected!	
GOMF_MUSCLE_ALPHA_ACTININ_BINDING	15		Rejected!	
GOMF_MUTLALPHA_COMPLEX_BINDING	7		Rejected!	
GOMF_MUTSALPHA_COMPLEX_BINDING	7		Rejected!	
GOMF_MYOSIN_BINDING	75	61		
GOMF_MYOSIN_HEAVY_CHAIN_BINDING	13		Rejected!	
GOMF_MYOSIN_II_BINDING	13		Rejected!	
GOMF_MYOSIN_LIGHT_CHAIN_BINDING	8		Rejected!	
GOMF_MYOSIN_PHOSPHATASE_ACTIVITY	83	69		
GOMF_MYOSIN_V_BINDING	17	16		
GOMF_MYRISTOYLTRANSFERASE_ACTIVITY	11		Rejected!	
GOMF_N6_METHYLADENOSINE_CONTAINING_RNA_READER_ACTIVITY	12		Rejected!	
GOMF_NAADP_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	5		Rejected!	
GOMF_NADH_DEHYDROGENASE_ACTIVITY	12		Rejected!	
GOMF_NADH_DEHYDROGENASE_UBIQUINONE_ACTIVITY	41	34		
GOMF_NADPH_BINDING	17	16		
GOMF_NADPH_OXIDASE_H202_FORMING_ACTIVITY	5		Rejected!	
GOMF_NADPLUS_BINDING	18	17		
GOMF_NADPLUS_NUCLEOSIDASE_ACTIVITY	11		Rejected!	
GOMF_NADPLUS_NUCLEOTIDASE_CYCLIC_ADP_RIBOSE_GENERATING	16		Rejected!	
GOMF_NADPLUS_PROTEIN_ADP_RIBOSYLTRANSFERASE_ACTIVITY	28	25		
GOMF_NADPLUS_PROTEIN_ARGININE_ADP_RIBOSYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_NADPLUS_PROTEIN_ASPARTATE_ADP_RIBOSYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_NADPLUS_PROTEIN_CYSTEINE_ADP_RIBOSYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_NADPLUS_PROTEIN_LYSINE_ADP_RIBOSYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_NADP_BINDING	54	42		
GOMF_NAD_BINDING	56	52		
GOMF_NAD_DEPENDENT_HISTONE_DEACETYLASE_ACTIVITY	5		Rejected!	
GOMF_NAD_DEPENDENT_PROTEIN_LYSINE_DEACETYLASE_ACTIVITY	7		Rejected!	
GOMF_NAD_P_H_DEHYDROGENASE_QUINONE_ACTIVITY	5		Rejected!	
GOMF_NAD_P_H_OXIDASE_H2O2_FORMING_ACTIVITY	9		Rejected!	
GOMF_NAD_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5		Rejected!	
GOMF_NARROW_PORE_CHANNEL_ACTIVITY	19		Rejected!	
GOMF_NATURAL_KILLER_CELL_LECTIN_LIKE_RECEPTOR_BINDING	8		Rejected!	
GOMF_NEDD8_TRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_NERVE_GROWTH_FACTOR_BINDING	6		Rejected!	
GOMF_NERVE_GROWTH_FACTOR_RECEPTOR_BINDING	5		Rejected!	
GOMF_NETRIN_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_NEUREGULIN_BINDING	5		Rejected!	
GOMF_NEUREXIN_FAMILY_PROTEIN_BINDING	15	15		
GOMF_NEUROLIGIN_FAMILY_PROTEIN_BINDING	5		Rejected!	
GOMF_NEUROPEPTIDE_ACTIVITY	30		Rejected!	
GOMF_NEUROPEPTIDE_BINDING	33		Rejected!	
GOMF_NEUROPEPTIDE_RECEPTOR_ACTIVITY	48	20		
GOMF_NEUROPEPTIDE_RECEPTOR_BINDING	36		Rejected!	
GOMF_NEUROPEPTIDE_Y_RECEPTOR_ACTIVITY	11		Rejected!	
GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	97	58		
GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	55	36		
GOMF_NEUROTRANSMITTER_RECEPTOR_REGULATOR_ACTIVITY	16		Rejected!	
GOMF_NEUROTRANSMITTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	21	15		
GOMF_NEUROTROPHIN_BINDING	10		Rejected!	
GOMF_NEUROTROPHIN_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_NEUROTROPHIN_RECEPTOR_BINDING	12		Rejected!	
GOMF_NEUROTROPHIN_TRK_RECEPTOR_BINDING	6		Rejected!	
GOMF_NEUTRAL_L_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY	8		Rejected!	
GOMF_NEUTRAL_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	42	31		
GOMF_NFAT_PROTEIN_BINDING	6		Rejected!	
GOMF_NF_KAPPAB_BINDING	29	29		
GOMF_NITRIC_OXIDE_SYNTHASE_BINDING	11		Rejected!	
GOMF_NITRIC_OXIDE_SYNTHASE_REGULATOR_ACTIVITY	7		Rejected!	
GOMF_NITRITE_REDUCTASE_ACTIVITY	9		Rejected!	
GOMF_NMDA_GLUTAMATE_RECEPTOR_ACTIVITY	7		Rejected!	
GOMF_NODAL_BINDING	6		Rejected!	
GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY	45	33		
GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	12		Rejected!	
GOMF_NOTCH_BINDING	26	25		
GOMF_NUCLEAR_ANDROGEN_RECEPTOR_BINDING	26	25		
GOMF_NUCLEAR_ESTROGEN_RECEPTOR_BINDING	39	35		
GOMF_NUCLEAR_EXPORT_SIGNAL_RECEPTOR_ACTIVITY	12		Rejected!	
GOMF_NUCLEAR_GLUCOCORTICOID_RECEPTOR_BINDING	12		Rejected!	
GOMF_NUCLEAR_IMPORT_SIGNAL_RECEPTOR_ACTIVITY	20	20		
GOMF_NUCLEAR_LOCALIZATION_SEQUENCE_BINDING	25	23		
GOMF_NUCLEAR_RECEPTOR_BINDING	136	124		
GOMF_NUCLEAR_RECEPTOR_COACTIVATOR_ACTIVITY	55	54		
GOMF_NUCLEAR_RETINOIC_ACID_RECEPTOR_BINDING	25	21		
GOMF_NUCLEAR_RETINOID_X_RECEPTOR_BINDING	17		Rejected!	
GOMF_NUCLEAR_STEROID_RECEPTOR_ACTIVITY	25	20		
GOMF_NUCLEAR_THYROID_HORMONE_RECEPTOR_BINDING	28	27		
GOMF_NUCLEAR_VITAMIN_D_RECEPTOR_BINDING	15	15		
GOMF_NUCLEASE_ACTIVITY	219	198		
GOMF_NUCLEASE_INHIBITOR_ACTIVITY	6		Rejected!	
GOMF_NUCLEOBASE_CONTAINING_COMPOUND_KINASE_ACTIVITY	43	41		
GOMF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	57	48		
GOMF_NUCLEOBASE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	11		Rejected!	
GOMF_NUCLEOCYTOPLASMIC_CARRIER_ACTIVITY	32	31		
GOMF_NUCLEOSIDE_BINDING	8		Rejected!	
GOMF_NUCLEOSIDE_DIPHOSPHATE_KINASE_ACTIVITY	18	17		
GOMF_NUCLEOSIDE_DIPHOSPHATE_PHOSPHATASE_ACTIVITY	17	15		
GOMF_NUCLEOSIDE_KINASE_ACTIVITY	9		Rejected!	
GOMF_NUCLEOSIDE_MONOPHOSPHATE_KINASE_ACTIVITY	21	20		
GOMF_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	10		Rejected!	
GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	491	441		
GOMF_NUCLEOSIDE_TRIPHOSPHATE_DIPHOSPHATASE_ACTIVITY	10		Rejected!	
GOMF_NUCLEOSOMAL_DNA_BINDING	67	54		
GOMF_NUCLEOSOME_BINDING	98	85		
GOMF_NUCLEOTIDASE_ACTIVITY	15		Rejected!	
GOMF_NUCLEOTIDE_RECEPTOR_ACTIVITY	20		Rejected!	
GOMF_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	13		Rejected!	
GOMF_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	33	28		
GOMF_NUCLEOTIDYLTRANSFERASE_ACTIVITY	142	136		
GOMF_N_ACETYLGALACTOSAMINE_4_O_SULFOTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_N_ACETYLGLUCOSAMINE_6_O_SULFOTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_N_ACETYLLACTOSAMINE_SYNTHASE_ACTIVITY	5		Rejected!	
GOMF_N_ACETYLLACTOSAMINIDE_BETA_1_3_N_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_N_ACETYLTRANSFERASE_ACTIVITY	71	60		
GOMF_N_ACYLSPHINGOSINE_AMIDOHYDROLASE_ACTIVITY	7		Rejected!	
GOMF_N_ACYLTRANSFERASE_ACTIVITY	97	76		
GOMF_N_FORMYL_PEPTIDE_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_N_METHYLTRANSFERASE_ACTIVITY	102	93		
GOMF_N_N_DIMETHYLANILINE_MONOOXYGENASE_ACTIVITY	5		Rejected!	
GOMF_ODORANT_BINDING	122		Rejected!	
GOMF_OLEATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	6		Rejected!	
GOMF_OLFACTORY_RECEPTOR_ACTIVITY	429	29		
GOMF_OLFACTORY_RECEPTOR_BINDING	6		Rejected!	
GOMF_OLIGOPEPTIDE_BINDING	11		Rejected!	
GOMF_OLIGOPEPTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	14		Rejected!	
GOMF_OLIGOSACCHARIDE_BINDING	17		Rejected!	
GOMF_OLIGOSACCHARYL_TRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_OMEGA_PEPTIDASE_ACTIVITY	16		Rejected!	
GOMF_OPIOID_RECEPTOR_BINDING	7		Rejected!	
GOMF_OPSIN_BINDING	5		Rejected!	
GOMF_OPSONIN_BINDING	21		Rejected!	
GOMF_OPSONIN_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_ORGANIC_ACID_BINDING	207	126		
GOMF_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY	35	22		
GOMF_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	187	132		
GOMF_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	270	196		
GOMF_ORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	80	61		
GOMF_ORGANIC_HYDROXY_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	55	29		
GOMF_ORGANOPHOSPHATE_ESTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	39	33		
GOMF_ORGANOPHOSPHATE_PHOSPHATE_ANTIPORTER_ACTIVITY	7		Rejected!	
GOMF_ORNITHINE_DECARBOXYLASE_REGULATOR_ACTIVITY	5		Rejected!	
GOMF_OSMOSENSOR_ACTIVITY	5		Rejected!	
GOMF_OUTWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	27	17		
GOMF_OXALATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	10		Rejected!	
GOMF_OXIDATIVE_PHOSPHORYLATION_UNCOUPLER_ACTIVITY	5		Rejected!	
GOMF_OXIDATIVE_RNA_DEMETHYLASE_ACTIVITY	5		Rejected!	
GOMF_OXIDIZED_DNA_BINDING	11		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY	732		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS	17		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS	56	52		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR	9		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_NAD_P_AS_ACCEPTOR	12		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	11		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	135	99		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OR_CH2_GROUPS	11		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OR_CH2_GROUPS_DISULFIDE_AS_ACCEPTOR	5		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_DIPHENOLS_AND_RELATED_SUBSTANCES_AS_DONORS	10		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_METAL_IONS	17		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_METAL_IONS_NAD_OR_NADP_AS_ACCEPTOR	6		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_METAL_IONS_OXYGEN_AS_ACCEPTOR	6		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	87	70		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_HEME_PROTEIN_AS_ACCEPTOR	10		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_OXYGEN_AS_ACCEPTOR	16		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	58	49		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_OTHER_NITROGENOUS_COMPOUNDS_AS_DONORS	14		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_OTHER_NITROGENOUS_COMPOUNDS_AS_DONORS_CYTOCHROME_AS_ACCEPTOR	5		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	179	123		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_ANOTHER_COMPOUND_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	7		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	38	21		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_ASCORBATE_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	5		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	43		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_IRON_SULFUR_PROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	9		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_PTERIDINE_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	7		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_OXIDATION_OF_A_PAIR_OF_DONORS_RESULTING_IN_THE_REDUCTION_OF_MOLECULAR_OXYGEN_TO_TWO_MOLECULES_OF_WATER	11		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR	59	35		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SINGLE_DONORS_WITH_INCORPORATION_OF_MOLECULAR_OXYGEN	25	16		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	49	40		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR	9		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS	60	53		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	32	28		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	10		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_WITH_A_FLAVIN_AS_ACCEPTOR	13		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS	20	16		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	16		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS	28	24		
